销售BU,整合渠道,PDT描述,二级PDT描述,产品系列自定义,类型（SKU层级&打包预测）,工厂,ABC分类,整合代码,整合物料描述,单价,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,原10月预测结果
中国区,零售/流通,电工,插排&断路器,轨道插座,SKU预测(ACE06),中山OEM,E06,605098001200,CP-GD01-12-壁挂式电力轨道-1000mm-黑色,270.2499977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,0.891826,2.134973,2.702499977
中国区,零售/流通,电工,插排&断路器,轨道插座,SKU预测(ACE06),中山OEM,E06,605098001000,CP-GD01-20-嵌入式电力轨道-600mm-黑色,141.45000322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36777,1.7398349999999998,1.867137,3.5362500805000003
中国区,零售/流通,电工,插排&断路器,轨道插座,SKU预测(ACE06),中山OEM,E06,605098001400,CP-GD01-20-嵌入式电力轨道-800mm-黑色,205.85000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74106,1.029251,1.9967489999999999,0.0
中国区,零售/流通,电工,插排&断路器,轨道插座,SKU预测(ACE06),中山OEM,E06,605098002200,CP-GD01-8502-H3-双USB插座-黑色,44.2750046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95634,2.7627620000000004,3.400299,0.46046004784000005
中国区,零售/流通,电工,插排&断路器,轨道插座,SKU预测(ACE06),中山OEM,E06,605098002300,CP-GD01-1094B-H3-五孔扁插-黑色,24.03500621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.864972,6.710578,6.441368,0.9782247527469999
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山,E06,605000002600,圆形排插-白色,23.92000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28704,0.66976,1.72224,0.165048003174
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山,E06,605000002700,圆形排插（带USB)-白色,48.453325935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193812,0.387624,0.193812,0.11144264965050002
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山,E06,605000002800,圆形排插-蓝色蓝色,27.60000253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,0.2208,0.2208,0.06348000581900001
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057663,A071612A-一开双-磨砂银,19.952743915,1.209386,0.081204,1.86484,1.06876,1.026915,0.073307,0.49968,0.638479,0.47192,0.49968,0.12492,0.29148,0.18044,0.15268,0.04164,0.0,0.01388,0.02832,0.01416,0.026025,0.041395,0.0257,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057664,A071614A-一开多控-磨砂银,25.821181955,0.275672,0.08316,0.232848,0.287398,0.169244,0.143699,0.0,0.035924,0.0,0.017962,0.0,0.017962,0.0,0.017962,0.0,0.017962,0.0,0.0,0.0,0.0,0.0116,0.0123,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057665,A071621A-二开单-磨砂银,24.517107715,0.200704,0.0,0.110544,0.187607,0.017055,0.0,0.017055,0.102331,0.017055,0.051165,0.0,0.017055,0.0,0.0,0.0,0.017055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057666,A071622A-二开双-磨砂银,25.821181955,1.015224,0.449064,0.682584,0.44906,0.792606,0.215548,0.251474,0.323323,0.197586,0.251473,0.035924,0.30536,0.30536,0.0,0.0,0.0,0.0,0.0,0.0,0.017962,0.0303,0.0179,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057667,A071024A-二开多控-磨砂银,35.60193368,0.0119,0.0,0.022932,0.024767,0.053018,0.0,0.0,0.030958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0225,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057668,A071031A-三开单-磨砂银,31.03756988,0.01,0.0,0.079968,0.043182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021591,0.086365,0.0,0.0,0.021591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057669,A071032A-三开双-磨砂银,33.64577034,1.040256,0.130032,0.43344,0.046811,0.491517,0.046812,0.023406,0.257462,0.070217,0.093623,0.023406,0.046812,0.023406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0118,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057670,A071041A-四开单-磨砂银,36.253983795,0.023352,0.0,0.0,0.0,0.02522,0.0,0.02522,0.0,0.02522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057671,A071042A-四开双-磨砂银,39.51423437,0.101808,0.0,0.0,0.054976,0.027488,0.027488,0.027488,0.0,0.0,0.0,0.0,0.0,0.027488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057672,A071094-五孔-磨砂银,20.60476804,9.97721,0.3318,15.360912,3.139058,5.720073,3.480416,5.074095,6.292451,1.806033,5.661776,4.171085,3.626402,3.755404,0.817016,0.573344,0.430008,0.387007,0.392333,0.20781,0.129002,0.614815,0.555763,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057673,A071096A-一开双+五孔-磨砂银,27.777345295,0.879509,0.161028,1.18194,0.48308,0.965876,0.394622,0.775343,0.714955,0.386463,1.681117,0.289847,0.144923,0.289847,0.096616,0.057969,0.057969,0.019323,0.0,0.0,0.016908,0.08091,0.0234,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057674,A078502-双USB五孔插座 -磨砂银,70.812626895,0.45612,0.045612,0.136836,0.049261,0.147783,0.098522,0.0,0.0,0.049261,0.049261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0235,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057675,A071097-七孔-磨砂银,24.517107715,0.0,0.0,0.0,0.017055,0.017055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057676,A071691-16A三孔-磨砂银,25.16913184,0.48976,0.064848,0.5538,0.105053,0.407632,0.227614,0.192597,0.29765,0.15758,0.122563,0.052527,0.052527,0.035018,0.052527,0.017509,0.017509,0.0,0.0,0.0,0.0,0.0192,0.0201,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057677,A071692A-一开单+16A三孔-磨砂银,30.385545755,0.078288,0.0,0.0,0.105688,0.253655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042275,0.0,0.0,0.0,0.0,0.0065,0.0005,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057678,A076101-电视插-磨砂银,22.56093138,0.102016,0.0,0.043596,0.0,0.161361,0.0,0.0,0.0,0.0,0.015694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057679,A076201-电话插-磨砂银,25.16913184,0.033072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057680,A076401-电脑插-磨砂银,32.99373322,0.80886,0.191268,0.4684,0.481992,0.504944,0.186846,0.321328,0.504944,0.321328,0.22952,0.160664,0.091808,0.22952,0.022952,0.0,0.0,0.0,0.0,0.0,0.008607,0.032398,0.0171,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140057684,A075401-空白面板-磨砂银,13.693052415,0.2916,0.02646,0.44982,0.085731,0.402616,0.0,0.0,0.257191,0.028577,0.0,0.0,0.057154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058317,A071611A-J2-一开单-拉丝金,19.039845165,0.050816,0.0,0.012264,0.052979,0.02649,0.039735,0.013245,0.0,0.05298,0.013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.015232,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058318,A071612A-J2-一开双-拉丝金,19.952743915,0.488376,0.077112,0.231336,0.24984,0.30536,0.16656,0.08328,0.039905,0.05552,0.12492,0.04164,0.08328,0.0347,0.0,0.12492,0.0,0.02776,0.0,0.0,0.003471,0.0419,0.021991,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058319,A071614A-J2-一开多控-拉丝金,25.821181955,0.037422,0.0,0.016632,0.0,0.017962,0.0,0.017962,0.0,0.017962,0.0,0.017962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058320,A071621A-J2-二开单-拉丝金,24.517107715,0.047688,0.0,0.016104,0.0,0.03411,0.051165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058321,A071622A-J2-二开双-拉丝金,25.821181955,0.249816,0.0,0.349272,0.089812,0.125737,0.125737,0.071849,0.07185,0.053887,0.107774,0.017962,0.053887,0.026944,0.0,0.0,0.0,0.026943,0.0,0.0,0.0,0.0177,0.0328,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058322,A071024A-J2-二开多控-拉丝金,35.60193368,0.022932,0.0,0.0,0.024766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058323,A071031A-J2-三开单-拉丝金,31.03756988,0.0,0.0,0.020392,0.0,0.021591,0.021591,0.043182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058324,A071032A-J2-三开双-拉丝金,33.64577034,0.065016,0.0,0.21672,0.093622,0.21065,0.0,0.046812,0.046811,0.093622,0.046811,0.0,0.02048,0.0,0.0,0.0,0.0,0.023406,0.017554,0.0,0.0,0.0055,0.0065,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058325,A071041A-J2-四开单-拉丝金,36.253983795,0.023352,0.0,0.0,0.0,0.0,0.0,0.02522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058326,A071042A-J2-四开双-拉丝金,39.51423437,0.0,0.0,0.0,0.0,0.027488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058327,A071094-J2-五孔-拉丝金,20.60476804,1.06308,0.305256,2.36106,1.103687,1.132354,1.07502,1.591029,0.976476,1.261357,1.290024,1.562362,0.344006,0.028667,0.028667,0.960351,0.0,0.225755,0.0,0.0,0.028667,0.1385,0.574563,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058328,A071096A-J2-一开双+五孔-拉丝金,27.777345295,0.697788,0.017892,0.451773,0.251201,0.115939,0.359895,0.137677,0.608681,0.154584,0.869543,0.309172,0.115938,0.077292,0.0,0.0,0.0,0.053139,0.004831,0.00483,0.0,0.0402,0.050321,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058329,A078502-J2-双USB五孔插座 -拉丝金,70.812626895,0.228976,0.091224,0.136836,0.0,0.0,0.197043,0.10468,0.049262,0.049261,0.0,0.049262,0.049261,0.0,0.0,0.806646,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058331,A071691-J2-16A三孔-拉丝金,25.16913184,0.065496,0.0,0.064848,0.0,0.0,0.017509,0.087544,0.017509,0.035018,0.052526,0.017509,0.035018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0215,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058332,A071692A-J2-一开单+16A三孔-拉丝金,30.385545755,0.039144,0.019572,0.0,0.0,0.0,0.042275,0.021138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058333,A076101-J2-电视插-拉丝金,22.56093138,0.14532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058335,A076401-J2-电脑插-拉丝金,32.99373322,0.12794,0.085008,0.085008,0.068856,0.071725,0.022952,0.045904,0.022952,0.022952,0.0,0.022952,0.068856,0.022952,0.0,0.0,0.0,0.002869,0.0,0.0,0.0,0.0127,0.0206,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058338,A076503-J2-电视电脑插-拉丝金,42.122447825,0.027132,0.0,0.027132,0.029302,0.058605,0.0,0.029302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,A07,SKU预测(ACE06),OEM,F96,140058339,A075401-J2-空白面板-拉丝金,13.693052415,0.721035,0.0,0.003308,0.0,0.057154,0.08573,0.314345,0.142884,0.028577,0.057154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005953,0.0,0.0,0.0
中国区,零售/流通,电工,开关,D08,SKU预测(ACE06),OEM,F96,140057508,D081091FP-二位五孔,241.500002645,0.0,0.0,0.0,0.017339,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140061209,P018502-J2-双USB五孔插座-香槟金,49.364535335,0.274247,0.0,0.119238,0.472186,0.128778,0.300482,0.128778,0.085852,0.0,0.42926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140061215,P018502-双USB五孔插座,46.32660322,0.1865,0.0,0.2238,0.281988,0.080568,0.20142,0.040284,0.0,0.120852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046104,P011011A-一开单,7.3025,0.14112,0.27228,0.67392,0.2032,0.36195,0.18768,0.127,0.12065,0.03175,0.1016,0.05715,0.06985,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046105,P011012A-一开双,7.82,0.90129,0.37222,1.53155,0.517104,1.343262,0.537516,0.979776,0.537516,0.394632,0.367416,0.353808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046106,P011014A-一开多控,14.605,0.43512,0.03528,0.1884,0.139711,0.215917,0.12701,0.12701,0.063505,0.050804,0.0,0.012701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046107,P011021A-二开单,11.086,0.026775,0.062475,0.413,0.318084,0.407552,0.333152,0.048195,0.019278,0.028917,0.07711,0.086751,0.077112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046108,P011022A-二开双,12.259,0.99727,0.25662,1.03715,0.157768,0.71422,0.21548,0.57564,0.06396,0.12792,0.19188,0.14924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046109,P011031A-三开单,14.8695,0.10773,0.01197,0.33856,0.594687,0.155136,0.070099,0.142208,0.0,0.012928,0.0,0.012928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046110,P011032A-三开双,16.56,0.24056,0.093345,0.626745,0.129618,0.26329,0.08641,0.028804,0.043206,0.0,0.028804,0.07201,0.014402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046111,P011041A-四开单,18.262,0.0441,0.0,0.1029,0.174636,0.083848,0.015876,0.031752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046112,P011042A-四开双,20.47,0.06594,0.033295,0.0,0.017804,0.08902,0.053412,0.017804,0.035608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046113,P011094-五孔,8.7515,2.246085,2.15577,7.931425,7.791616,10.234106,3.059265,3.317524,3.188171,2.762067,4.613023,1.788115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043755,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046114,P011095A-一开单+五孔,13.562634595,0.20748,0.0,0.19656,0.36632,0.328438,0.094352,0.153322,0.17691,0.070764,0.088234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00746,0.011794,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046115,P011096A-一开双+五孔,14.3405,0.71633,0.246,1.3398,0.24948,0.538138,1.04061,0.823284,0.56133,0.212058,0.449064,0.386694,0.137214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046116,P011097-七孔,11.3505,0.03654,0.1827,0.0,0.029598,0.078928,0.019732,0.0,0.0,0.009866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046117,P011691-16A三孔,11.9953625,0.35799,0.27105,1.01525,0.761609,0.855506,0.733785,0.751176,0.375588,0.31299,0.239959,0.239959,0.114763,0.0,0.0,0.041732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046118,P011692A-一开单+16A三孔,15.6515,0.126,0.0378,0.2898,0.054432,0.190512,0.06804,0.027216,0.190512,0.0,0.027216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046120,P016101-电视插,9.91185,0.09576,0.0,0.03192,0.0,0.13789,0.08618,0.017236,0.017236,0.008618,0.0,0.0,0.0,0.008619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046122,P016401-电脑插,19.5615,0.99604,0.03214,0.58531,0.5103,1.10565,0.41895,0.40824,0.40824,0.06804,0.06804,0.08505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046124,P016501-电视电脑,25.4265,0.0819,0.0,0.020475,0.066339,0.0,0.199017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046134,P015401-86白板,3.651478045,0.198744,0.0588,0.24696,0.165102,0.3175,0.070744,0.1524,0.0508,0.03175,0.0762,0.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046601,P011011A-J2-一开单-香槟金,9.834161175,0.467486,0.007918,0.211964,0.265081,0.282185,0.28504,0.145918,0.06841,0.08551,0.032305,0.041489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046602,P011012A-J2-一开双-香槟金,10.3615,3.33238,0.867984,4.189692,1.009568,2.584312,2.271528,2.442126,1.667588,1.018582,1.143438,1.406184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,140046603,P011014A-J2-一开多控-香槟金,17.273,0.879112,0.04173,0.54249,0.766173,0.480736,0.210322,0.360552,0.255391,0.285437,0.270414,0.630966,0.090138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
